,Listing phrase,Category level 1,Category level 2,Type of NPS,Type of NPS new,Other name 1,Other name 2,Other name 3,Other name 4,Chemical name,Listing phrase length,listing phrase
1978,N-Methylethylone,N-Methylethylone,NPS,Cathinones,,,,,,"1-(2H-1,3-benzodioxol-5-yl)-2-[ethyl(methyl)amino]propan-1-one",,n-methylethylone
1980,N-Methylnorfentanyl,N-Methylnorfentanyl,NPS,,,,,,,N-Methylnorfentanyl,,n-methylnorfentanyl
1920,N-acetyl methylone,N-acetyl methylone,NPS,,,,,,,2-(2-fluorophenyl)-2-methylamino-cyclohexanone,,n-acetyl methylone
1928,N-benzyl phenyl norfentanyl,N-benzyl phenyl norfentanyl,NPS,Opioids,Sedative - opioid,,,,,N-(1-benzylpiperidin-4-yl)-N-phenylbenzamide,,n-benzyl phenyl norfentanyl
1929,N-benzyl-1-phenethylamine,N-benzyl-1-phenethylamine,NPS,,,N-Benzyl-1-phenylethylamine,,,,N-Benzyl-1-phenylethylamine,,n-benzyl-1-phenethylamine
1930,N-benzyl-3-F-norfentanyl,N-benzyl-3-F-norfentanyl,NPS,Opioids,Sedative - opioid,,,,,N‐(1‐benzylpiperidin‐4‐yl)‐N‐(3‐fluorophenyl)propanamide,,n-benzyl-3-f-norfentanyl
1931,N-benzyl-4-F-norfentanyl,N-benzyl-4-F-norfentanyl,NPS,Opioids,Sedative - opioid,,,,,N‐(1‐benzylpiperidin‐4‐yl)‐N‐(4‐fluorophenyl)propanamide,,n-benzyl-4-f-norfentanyl
1935,N-butyl Pentylone,N-butyl Pentylone,NPS,,,bk-BBDP,bk-Butyl-K,,,"1-(1,3-benzodioxol-5-yl)-2-(butylamino)pentan-1-one",,n-butyl pentylone
1938,N-desmethyl-U-47700,N-desmethyl-U-47700,NPS,Opioids,Sedative - opioid,,,,,"3,4-dichloro-N-methyl-N-[(1R,2R)-2-(methylamino)cyclohexyl]benzamide",,n-desmethyl-u-47700
1937,N-desmethylsibutramine,N-desmethylsibutramine,NPS,,,,,,,,,n-desmethylsibutramine
1942,N-ethyl-1-phenylbutan-2-amine,N-ethyl-1-phenylbutan-2-amine,NPS,,,,,,,,,n-ethyl-1-phenylbutan-2-amine
1944,N-ethyl-2C-B,N-ethyl-2C-B,NPS,,,,,,,"N-ethyl- 4-Bromo-2,5-dimethoxybenzeneethanamine",,n-ethyl-2c-b
1945,N-ethylbuphedrone,N-ethylbuphedrone,NPS,Cathinones,Stimulant,NEB,,,,2-(ethylamino)-1-phenylbutan-1-one,,n-ethylbuphedrone
1948,N-ethylhexedrone,N-ethylhexedrone,NPS,Cathinones,Hallucinogen/dissociative/psychedelic,NEH,N-ethylhexedrone,Hexen,,2-(ethylamino)-1-1phenylhexan-1-one,,n-ethylhexedrone
1951,N-ethylnorpentedrone,N-ethylnorpentedrone,NPS,Cathinones,Stimulant,,,,,1-phenyl-2-(ethylamino)pentan-1-on,,n-ethylnorpentedrone
1952,N-ethylphenmetrazol,N-ethylphenmetrazol,NPS,Others,,,,,,4‐ethyl‐3‐methyl‐2‐phenylmorpholin‐2‐ol,,n-ethylphenmetrazol
1966,N-methyl Benzedrone,N-methyl Benzedrone,NPS,Cathinones,,,,,,2-[benzyl(methyl)amino]-1-(4-methylphenyl)propan-1-one,,n-methyl benzedrone
1967,N-methyl U-47931E,N-methyl U-47931E,NPS,Opioids,Sedative - opioid,,,,,4-bromo-N-[2-(dimethylamino)cyclohexyl]-N-methylbenzamide,,n-methyl u-47931e
1965,N-methyl aminorex derivative,N-methyl aminorex derivative,NPS,,,,,,,5-phenyl-2-amino-N-methyl-oxazoline),,n-methyl aminorex derivative
1968,N-methyl-1-phenylpropylamine,N-methyl-1-phenylpropylamine,NPS,Arylalkylamines,,,,,,methyl(1-phenylpropyl)amine,,n-methyl-1-phenylpropylamine
1972,N-methyl-2C-B,N-methyl-2C-B,NPS,,,,,,,"4-bromo-N-methyl-2,5-dimethoxyphenethylamine",,n-methyl-2c-b
1973,N-methyl-4-phenylbutan-2-amine,N-methyl-4-phenylbutan-2-amine,NPS,,,,,,,N-methyl-4-phenylbutan-2-amine,,n-methyl-4-phenylbutan-2-amine
1975,N-methyl-bk-MMDA-2,N-methyl-bk-MMDA-2,NPS,Cathinones,,,,,,"1-(6-methoxy-1,3-benzodioxol-5-yl)-2-(methylamino) propan-1-one",,n-methyl-bk-mmda-2
1976,N-methyl-bk-MMDA-5,N-methyl-bk-MMDA-5,NPS,,,,,,,"(1-(7-methoxybenzo[d][1,3]dioxol-5-yl)-2-(methylamino) propan-1-one",,n-methyl-bk-mmda-5
1974,N-methylbenzedrone,N-methylbenzedrone,NPS,,,,,,,2-[benzyl(methyl)amino]-1-(4-methylphenyl)-1-propanone,,n-methylbenzedrone
1991,N-propylamphetamine,N-propylamphetamine,NPS,,,,,,,N-(1-phenylpropan-2-yl) propan-1-amine,,n-propylamphetamine
1992,N-propylnorpentedrone,N-propylnorpentedrone,NPS,,,,,,,1-phenyl-2-(propylamino)-1-pentanone,,n-propylnorpentedrone
1933,NBomb,NBOMe not specified,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,nbomb
1939,NDTDI,ndtdi,NPS,,,,,,,,,ndtdi
1940,NEDPA,NEDPA,NPS,,,,,,,"N-ethyl-1,2-diphenyl-ethanamine",,nedpa
1586,NEP,Ephylone,NPS,,Stimulant,,,,,,,nep
1941,NEiH,NEiH,NPS,,,,,,,2-(ethylamino)-4-methyl-1-phenylpentan-1-one,,neih
1961,NM 2201,NM2201,NPS,,Cannabinoid,,,,,,,nm 2201
1963,NM-2201,NM2201,NPS,,Cannabinoid,,,,,,,nm-2201
1971,NM-2AI,n-methyl-2-aminoindane,NPS,,Stimulant,,,,,,,nm-2ai
1962,NM2201,NM2201,NPS,,Cannabinoid,,,,,,,nm2201
1970,NM2AI,n-methyl-2-aminoindane,NPS,,Stimulant,,,,,,,nm2ai
1981,NMP,NMP,NPS,,,,,,,1-methylpyrrolidin-2-one,,nmp
1982,NMPEA,NMPEA,NPS,,,N-Methylphenethylamine,,,,N methyl Phenylethylamine,,nmpea
1983,NMT,NMT,NPS,,Hallucinogen/dissociative/psychedelic,,,,,N-Methyltryptamine,,nmt
1989,NPB-22,NPB-22,NPS,Cannabinoids,Cannabinoid,PB-22 Indazole,INPB-22,,,"1-pentyl-1H-indazole-3-carboxylic acid, 8-quinolinyl ester",,npb-22
1990,NPDPA,NPDPA,NPS,,,,,,,"N-(1,2-diphenylethyl)propan-2-amine",,npdpa
1993,NSI-189,NSI-189,NPS,,,,,,,(4-benzylpiperazin-1-yl)-[2-(3-methylbutylamino)pyridin-3-yl]methanone,,nsi-189
1923,"Naphthalen-1-yl(1-(pent-4-enyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)methanone","Naphthalen-1-yl(1-(pent-4-enyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)methanone",NPS,,Cannabinoid,,,,,"Naphthalen-1-yl(1-(pent-4-enyl)-1H-pyrrolo[2,3-b]pyridin-3-yl)methanone",,"naphthalen-1-yl(1-(pent-4-enyl)-1h-pyrrolo[2,3-b]pyridin-3-yl)methanone"
1924,Naphthalen-1-yl(1-(pentyl-1H-benzo[d]imidazol-2-yl)methanone,Naphthalen-1-yl(1-(pentyl-1H-benzo[d]imidazol-2-yl)methanone,NPS,,Cannabinoid,,,,,Naphthalen-1-yl(1-(pentyl-1H-benzo[d]imidazol-2-yl)methanone,,naphthalen-1-yl(1-(pentyl-1h-benzo[d]imidazol-2-yl)methanone
1925,Naphthalen-1-yl-(1-pentyl-1H-7-azaindol-3-yl)methanone,Naphthalen-1-yl-(1-pentyl-1H-7-azaindol-3-yl)methanone,NPS,,Cannabinoid,,,,,1-(cyclohexylmethyl)-1H-indazole-3-carbonyl)valine,,naphthalen-1-yl-(1-pentyl-1h-7-azaindol-3-yl)methanone
1926,Naphthalen-1-yl-1-benzyl-1H-indole-3-carboxylate,Naphthalen-1-yl-1-benzyl-1H-indole-3-carboxylate,NPS,,Cannabinoid,,,,,1-(cyclohexylmethyl)-2-methyl-indole-3-carboxylate,,naphthalen-1-yl-1-benzyl-1h-indole-3-carboxylate
1927,Naphyrone,naphyrone,NPS,,Stimulant,,,,,,,naphyrone
1957,NiPH,NiPH,NPS,,,,,,,2-(isopropylamino)-1-phenyl-hexan-1-one,,niph
1958,NiPP,nipp,NPS,,,,,,,,,nipp
1955,Nifoxipam,nifoxipam,NPS,,Sedative - benzodiazepine,,,,,,,nifoxipam
1956,Nimetazepam,Nimetazepam,NPS,,Sedative - benzodiazepine,,,,,,,nimetazepam
1959,Nitracaine,nitracaine,NPS,,,,,,,,,nitracaine
1960,Nitrazolam,Nitrazolam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"1-methyl-8-nitro-6-phenyl-4H-[1,2,4]triazolo[4,3-a][1,4]benzodiazepine",,nitrazolam
1984,Noopept,Noopept,NPS,Others,,,,,,ethyl 2-{[1-(2-phenylacetyl)pyrrolidin-2-yl]formamido}acetate,,noopept
1988,Nor-mephedrone,Nor-mephedrone,NPS,,,,,,,2-amino-1-(4-methylphenyl)-1-propanone,,nor-mephedrone
1985,Norcarfentanyl,Norcarfentanyl,NPS,Opioids,Sedative - opioid,,,,,methyl 4-(N-phenylpropanamido)piperidine-4-carboxylate,,norcarfentanyl
1986,Norfentanyl,Norfentanyl,NPS,Opioids,Sedative - opioid,,,,,N-phenyl-N-(piperidin-4-yl)propanamide,,norfentanyl
1987,Norfludiazepam,Norfludiazepam,NPS,,,,,,,"7-chloro-5-(2-fluorophenyl)-1,3-dihydro-1,4-benzodiazepin-2-one",,norfludiazepam
1996,O-Desmethyltramadol,odt,NPS,,Sedative - opioid,,,,,,,o-desmethyltramadol
1612,O-PCE,eticyclidone,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,o-pce
1997,ODT,ODT,NPS,,Sedative - opioid,O-DT,,,,o-desmethyltramadol,,odt
1994,Ocfentanil,Ocfentanil,NPS,Opioids,Sedative - opioid,,,,,N-(2-fluorophenyl)-2-methoxy-N-[1-(2-phenylethyl)-4-piperidinyl] acetamide,,ocfentanil
1995,Octodrine,Octodrine,NPS,,Stimulant,,,,,6-methylheptan-2-amine,,octodrine
1999,Org27569,Org27569,NPS,,,Org 27569,,,,5-Chloro-3-ethyl-1H-indole-2-carboxylic acid [2-(4-piperidin-1-yl-phenyl)-ethyl]- amide),,org27569
2000,Orphenadrine,Orphenadrine,NPS,,,,,,,"N,N-dimethyl-2-(2-methylbenzhydryloxy)ethylamine",,orphenadrine
2001,Ostarine,Ostarine,NPS,,,,,,,3-(4-cyanophenoxy)-N-[4-cyano-3-(trifluoromethyl)phenyl]-2-hydroxy-2-methylpropanamide,,ostarine
2002,P2NP,p2np,NPS,,,,,,,,,p2np
2003,PAPP,PAPP,NPS,,,,,,,alpha-phthalimidopropiophenone,,papp
2006,PB-22,PB-22,NPS,,Cannabinoid,,,,,,,pb-22
2008,PB-22 N-(2-fluoropentyl),PB-22 N-(2-fluoropentyl),NPS,,Cannabinoid,,,,,Quinolin-8-yl 1-(2-fluoropentyl)-1H-indazole-3-carboxylate,,pb-22 n-(2-fluoropentyl)
2009,PB-22 N-(4-fluoropentyl),PB-22 N-(4-fluoropentyl),NPS,,Cannabinoid,,,,,Quinolin-8-yl 1-(4-fluoropentyl)-1H-indazole-3-carboxylate,,pb-22 n-(4-fluoropentyl)
2007,PB-22 indazole analogue,PB-22 indazole analogue,NPS,,Cannabinoid,,,,,quinolin-8-yl 1-pentyl-1H-indazole-3-carboxylate,,pb-22 indazole analogue
2010,PCA,PCA,NPS,,Stimulant,,,,,1-Phenylcyclohexanamine ,,pca
2011,PCEEA,PCEEA,NPS,Arylcyclohexylamines,Hallucinogen/dissociative/psychedelic,,,,,N-(2-ethoxyethyl)-1-phenylcyclohexanamine,,pceea
2013,PDM-35,PDM-35,NPS,Others,,,,,,"3,5-dimethyl-2-phenylmorpholine",,pdm-35
2026,PFPP,pfpp,NPS,,,,,,,,,pfpp
2039,PMEA,PMEA,NPS,,Empathogens-Entactogens,,,,,para-Methoxyethylamphetamine,,pmea
2041,PMMA,pmma,NPS,,Empathogens-Entactogens,,,,,,,pmma
2042,PPP,PPP,NPS,,,,,,,alpha-pyrrolidinopropiophenone,,ppp
2043,PRE-084,PRE-084,NPS,Others,,,,,,2-(morpholin-4-yl)ethyl 1-phenylcyclohexane-1-carboxylate,,pre-084
2051,PV-8,pv8,NPS,,Stimulant,,,,,,,pv-8
2053,PV-9,pv9,NPS,,Stimulant,,,,,,,pv-9
2050,PV8,pv8,NPS,,Stimulant,,,,,,,pv8
2052,PV9,pv9,NPS,,Stimulant,,,,,,,pv9
2054,PX1,PX1,NPS,,,,,,,,,px1
2056,PX2,PX2,NPS,,Cannabinoid,,,,,,,px2
2014,Pentadrone,Pentedrone,NPS,,Stimulant,,,,,,,pentadrone
2015,Pentedrone,pentedrone,NPS,,Stimulant,,,,,,,pentedrone
2016,Pentetrone,Pentedrone,NPS,,Stimulant,,,,,,,pentetrone
2018,Pentylone,pentylone,NPS,,Stimulant,,,,,,,pentylone
1572,Peruvian Torch,Echinopsis peruviana,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,peruvian torch
1573,Peruvian Torch Cactus,Echinopsis peruviana,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,peruvian torch cactus
2020,Peyote cactus,Peyote cactus,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,peyote cactus
2033,PhenMetEtrazine-precursor,PhenMetEtrazine-precursor,NPS,Others,,,,,,2‐[ethyl(2‐hydroxyethyl)amino]‐1‐phenylpropan‐1‐ol,,phenmetetrazine-precursor
2027,Phenazepam,phenazepam,NPS,,Sedative - benzodiazepine,,,,,,,phenazepam
2028,Phenazepam 4-oxide,Phenazepam 4-oxide,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"7-bromo-5-(2-chlorophenyl)-4-hydroxy-3,4-dihydro-2H-1,4-benzodiazepin-2-one",,phenazepam 4-oxide
2029,Phenethylamine,Phenethylamine,NPS,,,PEA,beta-PEA,,,2-phenethylamine ,,phenethylamine
2030,Phenetrazine,Phenetrazine,NPS,Others,,,,,,3-ethyl-2-phenyl-morpholine,,phenetrazine
2031,Phenmetetrazin,Phenmetetrazin,NPS,,,,,,,4-ethyl-3-methyl-2-phenyl-morpholine,,phenmetetrazin
2032,Phenmetetrazine,Phenmetetrazine,NPS,Others,,,,,,4-ethyl-3-methyl-2-phenylmorpholine,,phenmetetrazine
2034,Phenpromethamine,Phenpromethamine,NPS,,Stimulant,,,,,1-Methylamino-2-phenylpropane,,phenpromethamine
2035,Phenylpiracetam,Phenylpiracetam,NPS,,Stimulant,,,,,,,phenylpiracetam
2036,Phenylpropylaminopentane,Phenylpropylaminopentane,NPS,,,PPAP,,,,,,phenylpropylaminopentane
2037,Piperidylthiambutene,Piperidylthiambutene,NPS,Piperidines & pyrrolidines,,,,,,"1‐[4,4‐bis(thiophen‐2‐yl)but‐3‐en‐2‐yl]piperidine",,piperidylthiambutene
2038,Pivoxazepam,Pivoxazepam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"7-Chloro-2-oxo-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepin-3-yl pivalate",,pivoxazepam
2044,Propyl U-47700,Propyl U-47700,NPS,Opioids,Sedative - opioid,,,,,"3,4‐dichloro‐N‐[(2R)‐2‐(dimethylamino)cyclohexyl]‐N‐propylbenzamide",,propyl u-47700
2045,Propylcathinone,Propylcathinone,NPS,,,,,,,(1-phenyl-2-(propylamino)propan-1-one,,propylcathinone
2046,Propylone,Propylone,NPS,Cathinones,,"bk-3,4-MDPA","3,4-methylenedioxy-N-propylcathinone",,,"1-(1,3-benzodioxol-5-yl)-2-(propylamino)propan-1-one",,propylone
2047,Propylphenidate,propylphenidate,NPS,,Stimulant,,,,,,,propylphenidate
2048,Proscaline,proscaline,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,proscaline
2057,Pyrazolam,pyrazolam,NPS,,Sedative - benzodiazepine,,,,,,,pyrazolam
2058,Pyrovalerone,Pyrovalerone,NPS,Cathinones,Stimulant,,,,,1-(4-methylphenyl)-2-(pyrrolidin-1-yl)pentan-1-one,,pyrovalerone
2059,QUCHIC,QUCHIC,NPS,Cannabinoids,Cannabinoid,BB-22,JWH-methylcyclohexane-8quinolinol,,,Quinolin-8-yl 1-(cyclohexylmethyl)-1H-indole-3-carboxylate,,quchic
2060,Quinolin-8-yl-1-benzyl-1H-indazole-3-carboxylate,Quinolin-8-yl-1-benzyl-1H-indazole-3-carboxylate,NPS,,Cannabinoid,,,,,N-[(Z)-(1-hexyl-2-oxoindol-3-ylidene)amino]benzamide,,quinolin-8-yl-1-benzyl-1h-indazole-3-carboxylate
2061,RCS-2 butyl,RCS-2 butyl,NPS,,Cannabinoid,,,,,,,rcs-2 butyl
2062,RCS-3,RCS-3,NPS,,Cannabinoid,,,,,2-(3-methoxyphenyl)-1-(1-pentyl-indol-3-yl)methanone,,rcs-3
2063,RCS-4,RCS-4,NPS,Cannabinoids,Cannabinoid,SR-19,OBT-199,BTM-4,E-4,(4-methoxyphenyl)(1-pentyl-1H-indol-3-yl)methanone,,rcs-4
2064,RCS-4 butyl homologue,RCS-4 butyl homologue,NPS,,Cannabinoid,,,,,,,rcs-4 butyl homologue
2065,RCS-4 ortho isomer,RCS-4 ortho isomer,NPS,,Cannabinoid,RCS-4 2-methoxy isomer,,,,(2-methoxyphenyl)(1-pentyl-1H-indol-3-yl)methanone,,rcs-4 ortho isomer
2066,RCS-4(C4),RCS-4(C4),NPS,,Cannabinoid,,,,,4-methoxyphenyl-(1-butyl-1H-indol-3-yl)methanone,,rcs-4(c4)
2067,RCS-4-C4 homolog,RCS-4-C4 homolog,NPS,Cannabinoids,Cannabinoid,,,,,1‐butyl‐3‐(4‐methoxybenzoyl)‐1H‐indole,,rcs-4-c4 homolog
2068,RCS-8,RCS-8,NPS,Cannabinoids,Cannabinoid,SR-18,BTM-8,,,1-(2-cyclohexylethyl)-3-(2-methoxyphenylacetyl)indole,,rcs-8
2069,RH-34,RH-34,NPS,,,,,,,"(3-[2-(2-methoxybenzylamino)ethyl]-1H-quinazoline-2,4-dione",,rh-34
2070,Ro 07-4065,Ro 07-4065,NPS,,,Ro-07-4065,,,,"7-chloro-5-(2,6-difluorophenyl)-1-methyl-3H-1,4-benzodiazepin-2-one",,ro 07-4065
969,Ro5-4864,4-chlorodiazepam,NPS,,Sedative - benzodiazepine,,,,,,,ro5-4864
2071,Ro5-4864 Chlorodiazepam,Ro5-4864 Chlorodiazepam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"7-Chloro-5-(4-chlorophenyl)-1-methyl-3H-1,4-benzodiazepin-2-one",,ro5-4864 chlorodiazepam
2072,Ru-28306,Ru-28306,NPS,Indolalkylamines (fe tryptamines),Hallucinogen/dissociative/psychedelic,,,,,"(N,N-dimethyl-1,3,4,5-tetrahydrobenzo[cd]indol-4-amine)",,ru-28306
2075,SDB-005,SDB-005,NPS,,Cannabinoid,,,,,,,sdb-005
2076,SDB-006,SDB-006,NPS,,Cannabinoid,,,,,N-benzyl-1-pentyl-1H-indole-3-carboxamide,,sdb-006
2077,SDB-006 N-phenyl analogue,SDB-006 N-phenyl analogue,NPS,Cannabinoids,Cannabinoid,,,,,1-pentyl-N-phenyl-1H-indole-3-carboxamide,,sdb-006 n-phenyl analogue
2078,SGT-151,SGT-151,NPS,Cannabinoids,Cannabinoid,CUMYL-PeGACLONE,,,,"2-(1-methyl-1-phenyl-ethyl)-5-pentyl-pyrido[4,3-b]indol-1- one",,sgt-151
2079,SGT-235,SGT-235,NPS,Cannabinoids,Cannabinoid,,,,,"1-[2-(4,4-difluoropiperidin-1-yl)ethyl]-N-(2-phenylpropan-2-yl)-1H-indazole-3-carboxamide",,sgt-235
2081,STS-135,STS-135,NPS,,Cannabinoid,,,,,,,sts-135
2073,Salvia,Salvia Divinorum,NPS,,,,,,,,,salvia
2074,Salvia Divinorum,salvia divinorum,NPS,,,,,,,,,salvia divinorum
1842,San Pedro,Mescaline,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,san pedro
2080,Sida cordifolia,Sida cordifolia,NPS,,,,,,,,,sida cordifolia
2082,Sunifiram,sunifiram,NPS,,Stimulant,,,,,,,sunifiram
2088,Syrian Rue,syrian rue,NPS,,,,,,,,,syrian rue
2089,TDIQ,TDIQ,NPS,Arylalkylamines,,,,,,"2H,5H,6H,7H,8H-[1,3]dioxolo[4,5-g]isoquinoline",,tdiq
2091,TETRAHYDROFURAN-Fentanyl,Tetrahydrofuranylfentanyl,NPS,,Sedative - opioid,,,,,,,tetrahydrofuran-fentanyl
2094,TFMPP,TFMPP,NPS,,Stimulant,mTFMPP,,,,1-(3-Trifluoromethylphenyl)piperazine,,tfmpp
2106,TH-PBP,TH-PBP,NPS,Cathinones,,,,,,"2-(pyrrolidin-1-yl)-1-(5,6,7,8-tetrahydronaphthalen-2-yl)butan-1-one",,th-pbp
2107,TH-PHP,TH-PHP,NPS,,,,,,,2-pyrrolidin-1-yl-1-tetralin-6-yl-hexan-1-one,,th-php
2109,TH-PVP,th-pvp,NPS,,,,,,,,,th-pvp
2095,THF-F,THF-F,NPS,Opioids,Sedative - opioid,Tetrahydrofuranylfentanyl,,,,N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]oxolane-2-carboxamide,,thf-f
2101,THJ-018,THJ-018,NPS,,Cannabinoid,,,,,,,thj-018
2102,THJ-081,THJ-081,NPS,Cannabinoids,Cannabinoid,,,,,3‐(4‐methoxynaphthalene‐1‐carbonyl)‐1‐pentyl‐1H‐indazole,,thj-081
2104,THJ-2201,THJ-2201,NPS,,Cannabinoid,,,,,,,thj-2201
2105,THJ-2201 (AM-2201 indazole analogue),THJ-2201 (AM-2201 indazole analogue),NPS,Cannabinoids,Cannabinoid,,,,,1-(5-fluoropentyl)-3-(naphthalene-1-carbonyl)-1H-indazole,,thj-2201 (am-2201 indazole analogue)
2103,THJ2201,THJ2201,NPS,,Cannabinoid,,,,,,,thj2201
2108,THPVP,th-pvp,NPS,,,,,,,,,thpvp
2111,TMA-2,TMA-2,NPS,Phenethylamines,Hallucinogen/dissociative/psychedelic,,,,,"1-(2,4,5-trimethoxyphenyl)propan-2-amine",,tma-2
2112,TMA-6,tma-6,NPS,,Hallucinogen/dissociative/psychedelic,,,,,,,tma-6
2092,Tetrahydrofuranylfentanyl,Tetrahydrofuranylfentanyl,NPS,,Sedative - opioid,,,,,(N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl] tetrahydrofuran-2-carboxamide,,tetrahydrofuranylfentanyl
2093,Tetramethylcyclopropanefentanyl,Tetramethylcyclopropanefentanyl,NPS,,Sedative - opioid,,,,,"N-phenyl-N-[1-(2-phenylethyl)piperidin-4-yl]- 2,2,3,3-tetramethylcyclopropane-1-carboxamide",,tetramethylcyclopropanefentanyl
2096,Thienoamphetamine,Thienoamphetamine,NPS,,,Thiopropamine,,,,1-(thiophen-2-yl)propan-2-amine,,thienoamphetamine
2097,Thionordazepam,Thionordazepam,NPS,,,,,,,"7-chloro-5-phenyl-1,3-dihydro-2H-1,4-benzodiazepin-2-thione",,thionordazepam
2098,Thionordiazepam,Thionordiazepam,NPS,Benzodiazepines,Sedative - benzodiazepine,,,,,"7-chloro-5-phenyl-2,3-dihydro-1H-1,4-benzodiazepine-2-thione",,thionordiazepam
2099,Thiophenefentanyl,Thiophenefentanyl,NPS,,Sedative - opioid,,,,,N-(1-phenethylpiperidin-4-yl)-N-phenylthiophene-2- carboxamide,,thiophenefentanyl
2100,Thirtylone,Thirtylone,NPS,,,,,,,,,thirtylone
2110,Tiletamine,Tiletamine,NPS,Arylcyclohexylamines,Hallucinogen/dissociative/psychedelic,,,,,2-ethylamino-2-(2-thienyl)cyclohexanone,,tiletamine
2114,Tropacaine,Tropacocaine,NPS,,,,,,,,,tropacaine
2115,Tropacocaine,Tropacocaine,NPS,,,,,,,,,tropacocaine
2117,U-17,U-17,NPS,,,,,,,N-[2-(dimethylamino)cyclohexyl]-N-phenyl-propanamide,,u-17
2119,U-47700,u-47700,NPS,,Sedative - opioid,,,,,,,u-47700
2120,U-48800,u-48800,NPS,,Sedative - opioid,,,,,,,u-48800
2121,U-49900,U-49900,NPS,,Sedative - opioid,,,,,,,u-49900
2123,U-51754,U-51754,NPS,,Sedative - opioid,"U-51,754 ", U-47700-methene analogue,,,"2-(3,4-dichlorophenyl)-N-[2-(dimethylamino)cyclohexyl]-N-methylacetamide",,u-51754
2118,U47700,u-47700,NPS,,Sedative - opioid,,,,,,,u47700
2124,UR-144,UR-144,NPS,,Cannabinoid,,,,,,,ur-144
2125,UR-144  (N-heptyl analogue),UR-144  (N-heptyl analogue),NPS,,Cannabinoid,,,,,,,ur-144  (n-heptyl analogue)
2126,UR-144 (-2H),UR-144 (-2H),NPS,,Cannabinoid,,,,,"[1-(pent-4-en-1-yl)-1H-indol-3-yl] (2,2,3,3-tetramethylcyclopropyl)methanone",,ur-144 (-2h)
2129,UR-144 N-(3-chloropentyl),UR-144 N-(3-chloropentyl),NPS,,Cannabinoid,,,,,,,ur-144 n-(3-chloropentyl)
2130,UR-144 N-(5-bromopentyl),UR-144 N-(5-bromopentyl),NPS,,Cannabinoid,,,,,,,ur-144 n-(5-bromopentyl)
2131,UR-144 N-(5-chloropentyl) analogue,UR-144 N-(5-chloropentyl) analogue,NPS,,Cannabinoid,,,,,"(1-(5-chloropentyl)-1H-indol-3-yl) (2,2,3,3-tetramethylcyclopropyl)methanone",,ur-144 n-(5-chloropentyl) analogue
2127,UR-144 degradation product,UR-144 degradation product,NPS,,Cannabinoid,,,,,"4-Hydroxy-3,3,4-trimethyl-1-(1-pentyl-1H-indol-3-yl)pentan-1-one",,ur-144 degradation product
2128,UR-144 heptyl derivative,UR-144 heptyl derivative,NPS,,Cannabinoid,,,,,"((1-heptyl-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropy)-methanone",,ur-144 heptyl derivative
2132,UR-144-N-(4-Hydroxypentyl)-metabolite,UR-144-N-(4-Hydroxypentyl)-metabolite,NPS,Cannabinoids,Cannabinoid,,,,,"(1-(4-hydroxypentyl)-1H-indol-3-yl)(2,2,3,3-tetramethylcyclopropyl)methanone",,ur-144-n-(4-hydroxypentyl)-metabolite
2135,URB-597,URB-597,NPS,,Cannabinoid,,,,,,,urb-597
2138,URB-754,URB-754,NPS,,Cannabinoid,,,,,,,urb-754
2133,URB447,URB447,NPS,,Cannabinoid,,,,,,,urb447
2134,URB597,URB597,NPS,,Cannabinoid,URB-597,,,,([3-(3-carbamoylphenyl)phenyl] N-cyclohexylcarbamate),,urb597
2136,URB602,URB602,NPS,,Cannabinoid,,,,,"[1,1'-Biphenyl]-3-yl-carbamic acid",,urb602
2137,URB754,URB754,NPS,,Cannabinoid,,,,,6-methyl-2-[(4-methylphenyl)amino]-1- benzoxazin-4-one,,urb754
653,UWA101,UWA101,NPS,Phenethylamines,,UWA-101,,,,"[2-(2H-1,3-benzodioxol-5-yl)-1-cyclopropylethyl](methyl)amine",,uwa101
2143,VX-809,VX-809,NPS,Others,,,,,,"3-(6-(1-(2,2-difluorobenzo[d][1,3]dioxol-5-yl)cyclopropanecarboxamido)-3-methylpyridin-2-yl)benzoic acid",,vx-809
2139,Valerylfentanyl,Valerylfentanyl,NPS,Opioids,Sedative - opioid,,,,,N-phenyl-N-[1-(2-phenylethyl)-4-piperidyl]pentanamide,,valerylfentanyl
2140,Vanoxerine,Vanoxerine,NPS,,Stimulant,,,,,1-[2-[bis(4-fluorophenyl)methoxy]ethyl]-4-(3-phenylpropyl)piperazine,,vanoxerine
